ID,DESCRIPTION,STATUS,CREATED,WORKER_ID,CHALLENGE,TRIGGERED
07ccdcda33044324b9da8cd6bc6cc947,Tech that compares movement speed to evaluate how objects move,unusable,2019-07-22 17:13:35.558,AVPW7AXI9AFSM,BIONIC_RADAR,
304521837842451c98322d026ba9e76a,tech that compares how fast certain things accelerate to distinguish them ,unusable,2019-07-22 17:14:20.463,AVPW7AXI9AFSM,BIONIC_RADAR,
2dff4f7e45974fdc83a54e8176f1a225,tech that takes note of a what time of day something moves in order to distinguish,unusable,2019-07-22 17:14:57.084,AVPW7AXI9AFSM,BIONIC_RADAR,
8314968a755b4ef4973df550d870465e,tech that takes note of the pattern of movement that objects move in to distinguish them ,unusable,2019-07-22 17:15:26.269,AVPW7AXI9AFSM,BIONIC_RADAR,
0629ee0f8a8845be9ca76aa49d4e70de,tech that compares how often objects move to distinguish them,unusable,2019-07-22 17:16:17.527,AVPW7AXI9AFSM,BIONIC_RADAR,
afd592edbaec4f1491ece32b404c47c4,tech that compares the frequency in which an object moves to distinguish them,unusable,2019-07-22 17:17:08.632,AVPW7AXI9AFSM,BIONIC_RADAR,
cbf651425b2f498a97b480aae8b3b7bd,tech that measures velocity to distinguish two objects,unusable,2019-07-22 17:21:43.687,AVPW7AXI9AFSM,BIONIC_RADAR,
92d879ce359c40b5a62620019ee5623a,It can be used on sports television to help explain plays to laypeople.,usable,2019-07-22 17:22:41.549,AUFUUD4WG9CVO,BIONIC_RADAR,
e9059b3c96244f1c97a0483ffa44fdd5,"It could be used in nature preserves to track movement of things like wolf packs and bears to designate ""safe areas""",usable,2019-07-22 17:23:42.497,AUFUUD4WG9CVO,BIONIC_RADAR,
7ec9b93d002e474abbd22614fcf23fc2,It could be used to track endangered and at risk species and help stop poaching,usable,2019-07-22 17:24:08.087,AUFUUD4WG9CVO,BIONIC_RADAR,
b4677d9b71bb466889571a597eeef62f,"
It could be used at large venues to track capacity and possible offenders",usable,2019-07-22 17:25:12.684,AUFUUD4WG9CVO,BIONIC_RADAR,
731ba85dd45244aa956be61d4b4116c9,"
It could be used as part of a greater home security system to show you your vulnerabilities, and detect unusual persons.",usable,2019-07-22 17:25:41.88,AUFUUD4WG9CVO,BIONIC_RADAR,
e863bc0e2ac84355b65e5b0105e60912,"It could be used to help track both vehicle and passenger information in public transit, to identify high volume and problem areas.",usable,2019-07-22 17:26:32.303,AUFUUD4WG9CVO,BIONIC_RADAR,
ebc330796dec45bdbda35726a2348ad8,"Obvious, questionably legal law enforcement uses. Though things like facial recognition tend to have success rates as low as 20%, so there'd need to be a significant improvement in the technology.",usable,2019-07-22 17:28:04.185,AUFUUD4WG9CVO,BIONIC_RADAR,
